message,prediction
Automatic payment of Rs.199 will be deducted towards Netflix Com. Kindly maintain sufficient balance. https://m.p-y.tm/UPImandates :PPBL,ham
Rs.480.00 sent to 9727543433@okbizaxis from PPBL a/c 91XX1369.UPI Ref:316117980797;Balance:https://m.paytm.me/pbCheckBal; Help:http://m.p-y.tm/care,ham
Your OTP is 179984,ham
Rs.4000.00 sent to State Bank Of India XXXXXX4998 from your a/c. UPI Ref: 316045517095. Queries? Visit http://m.p-y.tm/care :PPBL,ham
"Dear SBI UPI User, ur A/cX1369 credited by Rs4470 on 09Jun23 by  (Ref no 316037300330)",ham
Rs.4470.00 received from PATEL JITENDRAK in PPBL a/c 91XX1369.UPI Ref:316037300330;Balance:https://m.paytm.me/pbCheckBal; Help:http://m.p-y.tm/care,ham
"Balance for Jio Number 8320921369: 1) UL_Data_5GDataPack Plan: 
Data: 0 MB out of 0 MB
Plan expiry: 11 Jun 2023, 07:14 AM
2) MRP 181 Plan: 
Data: 0 MB out of 30.00 GB.
Plan expiry: 11 Jun 2023, 07:14 AM
3) MRP 181 Plan: 
Data: 16.51 GB out of 30.00 GB
Plan expiry: 30 Jun 2023, 11:58 PM
4) Top-Up Balance: Rs.2.47
You have 3 upcoming plans. 
For more details, click https://www.jio.com/dl/dashboard_home For anything related to Jio, use HelloJio - your 24X7 virtual assistant. Click  https://www.jio.com/dl/ask_jio",ham
Rs.747.00 sent to amazonpayrecharges@apl from PPBL a/c 91XX1369.UPI Ref:352694250867;Balance:https://m.paytm.me/pbCheckBal; Help:http://m.p-y.tm/care,ham
"Hi, Join us at TCS for an exclusive webinar session on Agile or Fragile today at 4.30PM. Link: https://bit.ly/3WTreKQ  Password: Demo@123.",ham
Your Jio Plan of Rs.299 for 8320921369 expires today! Recharge at https://paytm.me/W2R9-Rz on Paytm. Ignore if recharged,ham
Rs.370.00 sent to 9727543433@okbizaxis from PPBL a/c 91XX1369.UPI Ref:316091147957;Balance:https://m.paytm.me/pbCheckBal; Help:http://m.p-y.tm/care,ham
Rs.32.00 sent to q198377218@ybl from PPBL a/c 91XX1369.UPI Ref:315838646850;Balance:https://m.paytm.me/pbCheckBal; Help:http://m.p-y.tm/care,ham
Rs.3700.00 sent to State Bank Of India XXXXXX4998 from your a/c. UPI Ref: 315802371909. Queries? Visit http://m.p-y.tm/care :PPBL,ham
018 574 is your Instagram code. Don't share it.,ham
Hello,ham
"Dear SBI UPI User, ur A/cX1369 credited by Rs3700 on 06Jun23 by  (Ref no 315738773786)",ham
Rs.3700.00 received from PATEL JITENDRAK in PPBL a/c 91XX1369.UPI Ref:315738773786;Balance:https://m.paytm.me/pbCheckBal; Help:http://m.p-y.tm/care,ham
Rs.15.00 sent to paytmqr2810050501011xiflhlfdgl from PPBL a/c 91XX1369.UPI Ref:315728643578;Balance:https://m.paytm.me/pbCheckBal; Help:http://m.p-y.tm/care,ham
"Dear SBI User, your A/c X4998-debited by Rs3700.0 on 06Jun23 transfer to JAIN BROTHERS Ref No 352336615155. If not done by u, fwd this SMS to 9223008333/Call 1800111109 or 09449112211 to block UPI -SBI",ham
Rs.35.00 sent to bajajpay.6879729.04070204@indu from PPBL a/c 91XX3108.UPI Ref:321092582847;Balance:https://m.paytm.me/pbCheckBal; Help:http://m.p-y.tm/care,ham
Rs.120.00 sent to neeljpatel1073-1@oksbi from PPBL a/c 91XX3108.UPI Ref:321092491539;Balance:https://m.paytm.me/pbCheckBal; Help:http://m.p-y.tm/care,ham
"Google-pay registration is initiated for ICICI Bank. If not done by you, report to your bank. Card details/OTP/CVV are SECRET. DO NOT disclose it to anyone.",ham
"Registration for Google Pay app has started. Do not share your card details/OTP/CVV to avoid financial loss. If not you, call 18001035577 - Axis Bank",ham
"Dear Customer, ur a/c bal is Rs.3.88 & valid until 01-09-2023. pl ignore,if you have valid bundles,else recharge immediately .Dial *123# for details.To Recharge D/L MY BSNL APP or go to portal2.bsnl.in/myportal/quickrecharge.do",ham
"HDFC Bank: You have successfully registered for UPI payment on Google Pay. If not you, please report immediately to your bank. Do not share your card details/OTP/ATM PIN with anyone.",ham
HDFC Bank: UPI payment registration on Google Pay app has begun. If it is not initiated by you please report immediately to your bank to avoid any financial loss,ham
Recharge successful. Ref No 3470307746.Details at:http://rcpt.in/gihw9a/. Thanks for using BSNL.,ham
DO NOT SHARE: Your Google Pay OTP is 444507. Message ID: f6f01vO3FNp,ham
Your login for Paytm App has started. Do not share SMS with OTP/Code to anyone for security reasons. Not You? Report https://paytm.me/8DN-LFz,ham
"Your plan for Jio no 9429680666 expires on 31-07-2023 .Avoid STOPPAGE of services,RECHARGE Now Click www.jio.com/r/LZmCARYji .For other plans, call 1991.",ham
Your Inspection Device login OTP is : 8870 .,ham
OTP is 3015 for verifying your new contact number for login Do not share it Powered by Panel,ham
Your Inspection Device login OTP is : 4311 .,ham
"Your plan for Jio no 9429680666 expires on 31-07-2023 .Avoid STOPPAGE of services,RECHARGE Now Click www.jio.com/r/LYMV7qvgh .For other plans, call 1991.",ham
"50% Daily Data quota used as on 26-Jul-23 13:01. 
Jio Number : 9429680666 
Daily Data quota as per plan : 2 GB 
To know more on how to manage your account through MyJio app, click https://youtu.be/nkg_fLUUxD8 Dial 1991, to know your current balance, validity, plan details and for exciting recharge plans.",ham
"50% Daily Data quota used as on 24-Jul-23 18:07. 
Jio Number : 9429680666 
Daily Data quota as per plan : 2 GB 
To know more on how to manage your account through MyJio app, click https://youtu.be/nkg_fLUUxD8 Dial 1991, to know your current balance, validity, plan details and for exciting recharge plans.",ham
"Dear Customer, acct XX2291 has been debited for Rs 2000.00 on 24-Jul-23 and Acct XX3108 is credited. UPI Ref no 357118184045. KDCC BANK LTD",ham
"100% of daily 2 GB data quota exhausted as on 23-Jul-23 20:37. Jio Number : 9429680666 Daily high speed data quota will be restored on 24-Jul-23 00:34.
To know where you have consumed your data quota, click http://tiny1.jio.com/HelpfulTips",ham
"Balance for Jio Number 9429680666: 1) Rs 299-1M-2GB/D Plan: 
Data: 0 MB out of 2.00 GB. Data quota renews on 24 Jul 2023, 12:34 AM.
SMS: 100 out of 100/day
Plan expiry: 31 Jul 2023, 08:24 PM
2) MRP 25 Plan: 
Data: 221.69 MB out of 2.00 GB
Plan expiry: 31 Jul 2023, 08:24 PM
3) Top-Up Balance: Rs.4.94 
For more details, click https://www.jio.com/dl/dashboard_home For anything related to Jio, use HelloJio - your 24X7 virtual assistant. Click  https://www.jio.com/dl/ask_jio",ham
"90% daily data quota used as on 23-Jul-23 17:39.
Jio Number : 9429680666
For tips on how to manage data quota effectively, click https://youtu.be/ZFUDydctV78
If you do not have any other data plan, your internet speed will be reduced on consumption of 2 GB.
To continue enjoying high speed internet, click https://www.jio.com/dl/data_voucher and recharge.
Dial 1991, to know your current balance, validity, plan details and for exciting recharge plans.",ham
Your Mobile Number Verification Code is 151419 . Please Share this Code with your platform. Thank you from EGPAID,ham
Your Mobile Number Verification Code is 216683 . Please Share this Code with your platform. Thank you from EGPAID,ham
"Dear User, Your Username is:  9429680666, Your Password is: 1480. Thanks GTPL",ham
"50% Daily Data quota used as on 09-Jul-23 18:47. 
Jio Number : 9429680666 
Daily Data quota as per plan : 2 GB 
To know more on how to manage your account through MyJio app, click https://youtu.be/nkg_fLUUxD8 Dial 1991, to know your current balance, validity, plan details and for exciting recharge plans.",ham
Use 6078412 as Microsoft account security code. Go passwordless with Microsoft Authenticator https://aka.ms/authapp,ham
The Secret OTP for Online Purchase is 285604 on card ending 7572. Valid only for 5 minutes. Do not share the OTP or your card details with anyone :PPBL,ham
"Dear Customer, acct XX2291 has been debited for Rs.30.00 on 08-Jul-23 towards linked AMZN0004984095@apl. UPI Ref no 355532169701 KDCC BANK LTD",ham
"Balance for Jio Number 9429680666: 1) Rs 299-1M-2GB/D Plan: 
Data: 0 MB out of 2.00 GB. Data quota renews on 09 Jul 2023, 12:34 AM.
SMS: 100 out of 100/day
Plan expiry: 31 Jul 2023, 08:24 PM
2) MRP 25 Plan: 
Data: 0 MB out of 2.00 GB.
Plan expiry: 31 Jul 2023, 08:24 PM
3) MRP 25 Plan: 
Data: 2.00 GB out of 2.00 GB
Plan expiry: 31 Jul 2023, 08:24 PM
4) MRP 25 Plan: 
Data: 0 MB out of 2.00 GB.
Plan expiry: 31 Jul 2023, 08:24 PM
5) Top-Up Balance: Rs.4.94 
For more details, click https://www.jio.com/dl/dashboard_home For anything related to Jio, use HelloJio - your 24X7 virtual assistant. Click  https://www.jio.com/dl/ask_jio",ham
"100% data quota exhausted as on 08-Jul-23 15:59.
Jio Number : 9429680666
Plan Name : MRP 25
Bucket Name : Data 
Internet speed will be reduced if you do not have any other active recharge plan or 4G data voucher.
To continue enjoying high speed internet, click https://www.jio.com/dl/data_voucher and recharge.
Dial 1991, to know your current balance, validity, plan details and for exciting recharge plans.",ham
"90% Data quota used as on 08-Jul-23 15:29.
Jio Number : 9429680666
For tips on how to manage data quota effectively, click https://youtu.be/ZFUDydctV78
Balance Data : 137.49 MB
Total Data quota as per plan : 2 GB
Plan Name : MRP 25
Validity : 31-Jul-23 20:24
If you do not have any other data plan, your internet speed will be reduced on consumption of 100% data quota.
To continue enjoying high speed internet, click https://www.jio.com/dl/data_voucher and recharge.
Dial 1991, to know your current balance, validity, plan details and for exciting recharge plans.",ham
"100% of daily 2 GB data quota exhausted as on 08-Jul-23 14:29. Jio Number : 9429680666 Daily high speed data quota will be restored on 09-Jul-23 00:34.
To know where you have consumed your data quota, click http://tiny1.jio.com/HelpfulTips",ham
"90% daily data quota used as on 08-Jul-23 13:34.
Jio Number : 9429680666
For tips on how to manage data quota effectively, click https://youtu.be/ZFUDydctV78
If you do not have any other data plan, your internet speed will be reduced on consumption of 2 GB.
To continue enjoying high speed internet, click https://www.jio.com/dl/data_voucher and recharge.
Dial 1991, to know your current balance, validity, plan details and for exciting recharge plans.",ham
Rs.2070 is Debited By Trf in Ac 002291 on 07/07/23 UPI/355442092732/DEBIT/Patel Ashvinbhai Jayantibhai/PYTM0123456/919428553108?PYTM0123456.ifsc.npci/N.Ac Clear Balance is Rs.100.41.FROM KDCC BANK,ham
"Dear Customer, acct XX2291 has been debited for Rs 2070.00 on 07-Jul-23 and Acct XX3108 is credited. UPI Ref no 355442092732. KDCC BANK LTD",ham
"Dear Customer, acct XX2291 has been debited for Rs.25.10 on 07-Jul-23 towards linked add-money@paytm. UPI Ref no 355462673851 KDCC BANK LTD",ham
"Balance for Jio Number 9429680666: 1) Rs 299-1M-2GB/D Plan: 
Data: 0 MB out of 2.00 GB. Data quota renews on 08 Jul 2023, 12:34 AM.
SMS: 100 out of 100/day
Plan expiry: 31 Jul 2023, 08:24 PM
2) MRP 25 Plan: 
Data: 464.71 MB out of 2.00 GB
Plan expiry: 31 Jul 2023, 08:24 PM
3) MRP 25 Plan: 
Data: 0 MB out of 2.00 GB.
Plan expiry: 31 Jul 2023, 08:24 PM
4) Top-Up Balance: Rs.4.94 
For more details, click https://www.jio.com/dl/dashboard_home For anything related to Jio, use HelloJio - your 24X7 virtual assistant. Click  https://www.jio.com/dl/ask_jio",ham
Your Vercel verification code is: 0397,ham
Rs.700 is Credited By Trf in Ac 002291 on 25/06/23 UPI/354204203028/CREDIT/PATEL ASHVINBHAI JAYANTIBHAI/PYTM0123456/patel.j6@paytm/NA.Ac Clear Balance is Rs.2004.07.FROM KDCC BANK,ham
"Dear Customer, acct XX2291 is credited with Rs.700.00 on 25-Jun-23 from patel.j6@paytm. UPI Ref no 354204203028 KDCC BANK LTD",ham
"Dear Customer, Balance in your A/C XX5316 as on 25-06-2023 is Rs. 0.00. Visit www.indiapost4yoga.in to send IDY Digital Post Card-IPPB",ham
"50% Daily Data quota used as on 24-Jun-23 19:59. 
Jio Number : 9429680666 
Daily Data quota as per plan : 2 GB 
To know more on how to manage your account through MyJio app, click https://youtu.be/nkg_fLUUxD8 Dial 1991, to know your current balance, validity, plan details and for exciting recharge plans.",ham
Rs.740 is Debited By Trf in Ac 002291 on 24/06/23 UPI/354121025730/DEBIT/PATEL MANIBHAI PARSOTTAMBHAI/SBIN0003149/AMZN0004984095@apl/Sent from Paytm.Ac Clear Balance is Rs.1304.07.FROM KDCC BANK,ham
"Dear Customer, acct XX2291 has been debited for Rs.740.00 on 24-Jun-23 towards linked AMZN0004984095@apl. UPI Ref no 354121025730 KDCC BANK LTD",ham
"Dear UPI User, Your a/c no.XXX874 is UPI/320455136486/CREDIT/PATEL PIYUSHKUMAR SAKARCHAND/UBIN0908401/ppiyush1977@oksbi/UPI Rs.1000 by UPI.Kadi Nagarik Bank.",ham
"Dear Customer, acct XX9874 is credited with Rs.1000.00 on 23-Jul-23 from ppiyush1977@oksbi. UPI Ref no 320455136486 SHREE KADI NAGARIK SAHAKARI BANK LTD",ham
"50% Daily Data quota used as on 23-Jul-23 15:23. 
Jio Number : 9313288508 
Daily Data quota as per plan : 2 GB 
To know more on how to manage your account through MyJio app, click https://youtu.be/nkg_fLUUxD8 Dial 1991, to know your current balance, validity, plan details and for exciting recharge plans.",ham
"90% daily data quota used as on 23-Jul-23 00:08.
Jio Number : 9313288508
For tips on how to manage data quota effectively, click https://youtu.be/ZFUDydctV78
If you do not have any other data plan, your internet speed will be reduced on consumption of 2 GB.
To continue enjoying high speed internet, click https://www.jio.com/dl/data_voucher and recharge.
Dial 1991, to know your current balance, validity, plan details and for exciting recharge plans.",ham
"50% Daily Data quota used as on 22-Jul-23 18:26. 
Jio Number : 9313288508 
Daily Data quota as per plan : 2 GB 
To know more on how to manage your account through MyJio app, click https://youtu.be/nkg_fLUUxD8 Dial 1991, to know your current balance, validity, plan details and for exciting recharge plans.",ham
"Dear Customer, +919898276433 is now available to take calls.",ham
"Dear Customer, acct XX9874 has been debited for Rs.9200.00 on 18-Jul-23 towards linked ompatel4982-1@okaxis. UPI Ref no 319923768926 SHREE KADI NAGARIK SAHAKARI BANK LTD",ham
"Dear Customer, acct XX9874 has been debited for Rs.380.00 on 18-Jul-23 towards linked paytmqr28100505010117wjgc0nbavc@paytm. UPI Ref no 319911121982 SHREE KADI NAGARIK SAHAKARI BANK LTD",ham
"Your plan for Jio no 9313288508 expires on 20-07-2023 .Avoid STOPPAGE of services,RECHARGE Now Click www.jio.com/r/LTIW9jMMI .For other plans, call 1991.",ham
"Dear Customer, You have a missed call from +911409080331 The last missed call was at 07:17 PM on 17-Jul-2023 Thankyou, Team Jio.",ham
"Dear Customer, You have a missed call from +911409080331 The last missed call was at 07:17 PM on 17-Jul-2023 Thankyou, Team Jio.",ham
"Your plan for Jio no 9313288508 expires on 20-07-2023 .Avoid STOPPAGE of services,RECHARGE Now Click www.jio.com/r/LTaHR2QY3 .For other plans, call 1991.",ham
"Dear UPI User, Your a/c no.XXX874 is UPI/319138710155/CREDIT/MAYURIBEN GANESHBHAI NAYAK/SBIN0000549/mayurin384@oksbi/UPI Rs.200 by UPI.Kadi Nagarik Bank.",ham
"Dear Customer, acct XX9874 is credited with Rs.1.00 on 10-Jul-23 from mayurin384@oksbi. UPI Ref no 319138558980 SHREE KADI NAGARIK SAHAKARI BANK LTD",ham
"Dear UPI User, Your a/c no.XXX874 is UPI/319138558980/CREDIT/MAYURIBEN GANESHBHAI NAYAK/SBIN0000549/mayurin384@oksbi/UPI Rs.1 by UPI.Kadi Nagarik Bank.",ham
"Dear Customer, acct XX9874 is credited with Rs.70.00 on 10-Jul-23 from ompatel4982-1@okaxis. UPI Ref no 319110207120 SHREE KADI NAGARIK SAHAKARI BANK LTD",ham
"Dear UPI User, Your a/c no.XXX874 is UPI/319110207120/CREDIT/OM ASHVINKUMAR PATEL/UTIB0004413/ompatel4982-1@okaxis/UPI Rs.70 by UPI.Kadi Nagarik Bank.",ham
"Dear Customer, acct XX9874 has been debited for Rs 17500.00 on 10-Jul-23 and Acct XX0004 is credited. UPI Ref no 319197116216. SHREE KADI NAGARIK SAHAKARI BANK LTD",ham
"Dear Customer, acct XX9874 is credited with Rs.18000.00 on 10-Jul-23 from ppiyush1977@oksbi. UPI Ref no 319110719329 SHREE KADI NAGARIK SAHAKARI BANK LTD",ham
"Dear UPI User, Your a/c no.XXX874 is UPI/319110719329/CREDIT/PATEL PIYUSHKUMAR SAKARCHAND/UBIN0908401/ppiyush1977@oksbi/UPI Rs.18000 by UPI.Kadi Nagarik Bank.",ham
"Dear Customer, acct XX9874 has been debited for Rs.369.00 on 09-Jul-23 towards linked amazonupi@apl. UPI Ref no 319041838152 SHREE KADI NAGARIK SAHAKARI BANK LTD",ham
"Dear Customer, acct XX9874 has been debited for Rs.400.00 on 08-Jul-23 towards linked neeljpatel1073-1@oksbi. UPI Ref no 318938171379 SHREE KADI NAGARIK SAHAKARI BANK LTD",ham
"Dear Customer, acct XX9874 has been debited for Rs 20000.00 on 08-Jul-23 and Acct XX0004 is credited. UPI Ref no 318935502170. SHREE KADI NAGARIK SAHAKARI BANK LTD",ham
"Dear Customer,We have noticed Login in to your Mobile account on 08/07/2023 13:00:09 Device:SM-A515F.If this was you, please disregard If you have not Login into Mobile recently than someone else may have accessed your account, please change your password immediately.Kadi Nagarik Bank.",ham
"Dear Customer,We have noticed Login in to your Mobile account on 08/07/2023 12:44:34 Device:SM-A515F.If this was you, please disregard If you have not Login into Mobile recently than someone else may have accessed your account, please change your password immediately.Kadi Nagarik Bank.",ham
"Dear Customer,We have noticed Login in to your Mobile account on 08/07/2023 12:11:29 Device:SM-A515F.If this was you, please disregard If you have not Login into Mobile recently than someone else may have accessed your account, please change your password immediately.Kadi Nagarik Bank.",ham
"Dear Customer, acct XX9874 is credited with Rs.21000.00 on 08-Jul-23 from ppiyush1977@oksbi. UPI Ref no 318938899463 SHREE KADI NAGARIK SAHAKARI BANK LTD",ham
"Dear UPI User, Your a/c no.XXX874 is UPI/318938899463/CREDIT/PATEL PIYUSHKUMAR SAKARCHAND/UBIN0908401/ppiyush1977@oksbi/UPI Rs.21000 by UPI.Kadi Nagarik Bank.",ham
"Dear UPI User, Your a/c no.XXX874 is UPI/318635660318/CREDIT/OM ASHVINKUMAR PATEL/UTIB0004413/ompatel4982-1@okaxis/UPI Rs.30 by UPI.Kadi Nagarik Bank.",ham
